"Taxon.ID","Genome.ID","Genome.Name","Antibiotic","Resistant.Phenotype","Measurement","Measurement.Sign","Measurement.Value","Measurement.Unit","Laboratory.Typing.Method","Laboratory.Typing.Method.Version","Laboratory.Typing.Platform","Vendor","Testing.Standard","Testing.Standard.Year","Computational.Method","Computational.Method.Version","Computational.Method.Performance","Evidence","Source","PubMed","Organism.Name","NCBI.Taxon.ID","Genome.Status","Strain","Serovar","Biovar","Pathovar","MLST","Other.Typing","Culture.Collection","Type.Strain","Completion.Date","Publication","BioProject.Accession","BioSample.Accession","Assembly.Accession","SRA.Accession","GenBank.Accessions","RefSeq.Accessions","Sequencing.Centers","Sequencing.Status","Sequencing.Platform","Sequencing.Depth","Assembly.Method","Chromosomes","Plasmids","Contigs","Genome.Length","GC.Content","PATRIC.CDS","RefSeq.CDS","Isolation.Site","Isolation.Source","Isolation.Comments","Collection.Date","Isolation.Country","Geographic.Location","Latitude","Longitude","Altitude","Depth","Other.Environmental","Host.Name","Host.Gender","Host.Age","Host.Health","Body.Sample.Site","Body.Sample.Subsite","Other.Clinical","AntiMicrobial.Resistance","AntiMicrobial.Resistance.Evidence","Gram.Stain","Cell.Shape","Motility","Sporulation","Temperature.Range","Optimal.Temperature","Salinity","Oxygen.Requirement","Habitat","Disease","Comments","Additional.Metadata","Coarse.Consistency","Fine.Consistency","Checkm.Completeness","Checkm.Contamination","Genome.Quality.Flags","Genome.Quality","Date.Inserted","Date.Modified"
573,573.13843,"Klebsiella pneumoniae KPN2012ec","gentamicin","Susceptible","<=2","<=",2,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.35","genotype:ST35; Capsule locus KL110",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438888",NA,"SRR5387281",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,88,5451240,57.38,5370,NA,NA,"URINE",NA,"21-Jan-2015","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,97.8,100,0.7,NA,"Good","2017-08-09T01:43:38.890Z","2017-08-09T01:43:38.890Z"
72407,72407.25,"Klebsiella pneumoniae subsp. pneumoniae 1782","gentamicin",NA,">8",">",8,"mg/L","MIC",NA,NA,NA,"CLSI",2013,NA,NA,NA,"Laboratory Method",NA,"24639510",NA,72407,"WGS","1782",NA,NA,NA,"MLST.Klebsiella_pneumoniae.258","mlst:258",NA,NA,NA,"24639510","PRJNA237670","SAMN02631033",NA,"SRR1166980",NA,NA,NA,NA,NA,NA,NA,NA,NA,129,5644169,57.08,5676,NA,NA,NA,NA,"2006","United States","New Jersey",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sra run accession:SRR1166980",99.5,98.1,100,NA,NA,"Good","2016-07-06T01:29:59.974Z","2016-07-06T01:29:59.974Z"
573,573.24359,"Klebsiella pneumoniae strain MUGSI_153","gentamicin","Susceptible","1","<",1,"mg/L","MIC",NA,NA,NA,"CLSI",NA,NA,NA,NA,"Laboratory Method",NA,NA,NA,573,"WGS","MUGSI_153",NA,NA,NA,"MLST.Klebsiella_pneumoniae.258",NA,NA,NA,NA,NA,"PRJNA288601","SAMN05170322",NA,"SRR4065653",NA,NA,NA,NA,NA,NA,NA,NA,NA,105,5484207,57.278454,5488,NA,NA,"Urine",NA,"05-Nov-2014","United States","United States",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"collected_by:CDC",99.6,98.1,NA,NA,NA,"Good","2019-03-24T04:02:13.117Z","2019-03-24T04:02:13.117Z"
573,573.13674,"Klebsiella pneumoniae KPN1781ec","gentamicin","Resistant",">8",">",8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438715",NA,"SRR5385959",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,76,5590439,57.12,5565,NA,NA,"RESPIRATORY",NA,"19-Oct-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.3,97.4,100,NA,NA,"Good","2017-08-09T00:11:18.596Z","2017-08-09T00:11:18.596Z"
72407,72407.199,"Klebsiella pneumoniae subsp. pneumoniae 1802","gentamicin",NA,"2",NA,2,"mg/L","MIC",NA,NA,NA,"CLSI",2013,NA,NA,NA,"Laboratory Method",NA,"24639510",NA,72407,"WGS","1802",NA,NA,NA,NA,"mlst:258",NA,NA,NA,"24639510","PRJNA237670","SAMN02631052",NA,"SRR1166999",NA,NA,NA,NA,NA,NA,NA,NA,NA,135,5509849,57.29,5509,NA,NA,NA,NA,"2011","United States","New York City",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sra run accession:SRR1166999",99.6,98.1,100,NA,NA,"Good","2016-06-06T22:04:46.882Z","2016-06-06T22:04:46.882Z"
573,573.14137,"Klebsiella pneumoniae KPN417ec","gentamicin","Susceptible","4",NA,4,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.258","genotype:ST258; Capsule locus KL106",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437408",NA,"SRR5386196",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,132,5510157,57.23,5528,NA,NA,"URINE",NA,"3-Sep-2012","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,97.9,100,NA,NA,"Good","2017-08-09T04:34:00.652Z","2017-08-09T04:34:00.652Z"
573,573.12901,"Klebsiella pneumoniae 39","gentamicin","Susceptible","<=0.5","<=",0.5,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28776045;28512093",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.36",NA,NA,NA,NA,"28776045, 28512093","PRJNA396774","SAMN07525397",NA,NA,NA,NA,"Houston Methodist Hospital System",NA,"Illumina NextSeq 500",NA,NA,NA,NA,379,5408218,57.36,5357,NA,NA,NA,NA,NA,"USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.3,97.6,100,0.7,NA,"Good","2017-08-08T14:20:29.076Z","2017-08-08T14:20:29.076Z"
573,573.14513,"Klebsiella pneumoniae KPN945ec","gentamicin","Susceptible","<=2","<=",2,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437837",NA,"SRR5385868",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,88,5472754,57.28,5390,NA,NA,"URINE",NA,"16-Aug-2013","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,97.9,100,NA,NA,"Good","2017-08-09T08:35:31.782Z","2017-08-09T08:35:31.782Z"
573,573.13377,"Klebsiella pneumoniae KPN1435ec","gentamicin","Resistant",">8",">",8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438414",NA,"SRR5386748",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,147,5398716,57.33,5333,NA,NA,"URINE",NA,"6-May-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,97.7,100,NA,NA,"Good","2017-08-08T21:26:23.508Z","2017-08-08T21:26:23.508Z"
573,573.1375,"Klebsiella pneumoniae KPN1889ec","gentamicin","Resistant",">8",">",8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438791",NA,"SRR5387378",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,85,5407605,57.36,5352,NA,NA,"URINE",NA,"18-Dec-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.1,97.6,100,NA,NA,"Good","2017-08-09T00:51:36.586Z","2017-08-09T00:51:36.586Z"
573,573.14305,"Klebsiella pneumoniae KPN674ec","gentamicin","Susceptible","<=2","<=",2,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.14","genotype:ST14; Capsule locus KL2",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437593",NA,"SRR5387031",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,68,5438844,57.34,5328,NA,NA,"URINE",NA,"16-Feb-2013","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4,97.8,100,NA,NA,"Good","2017-08-09T06:02:39.436Z","2017-08-09T06:02:39.436Z"
72407,72407.266,"Klebsiella pneumoniae subsp. pneumoniae 1817","gentamicin",NA,">8",">",8,"mg/L","MIC",NA,NA,NA,"CLSI",2013,NA,NA,NA,"Laboratory Method",NA,"24639510",NA,72407,"WGS","1817",NA,NA,NA,NA,"mlst:258",NA,NA,NA,"24639510","PRJNA237670","SAMN02631067",NA,"SRR1167014",NA,NA,NA,NA,NA,NA,NA,NA,NA,125,5502467,57.26,5490,NA,NA,"BAL",NA,"2010","United States","Pennsylvania",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sra run accession:SRR1167014",99.5,98,99.7,NA,NA,"Good","2016-07-06T01:36:15.077Z","2016-07-06T01:36:15.077Z"
573,573.13045,"Klebsiella pneumoniae KPN1019ec","gentamicin","Susceptible","4",NA,4,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.258","genotype:ST258; Capsule locus KL106",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437898",NA,"SRR5385807",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,144,5603404,57.15,5581,NA,NA,"RESPIRATORY",NA,"7-Oct-2013","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,97.5,100,0.3,NA,"Good","2017-08-08T16:00:54.525Z","2017-08-08T16:00:54.525Z"
573,573.14031,"Klebsiella pneumoniae KPN294ec","gentamicin","Susceptible","<=2","<=",2,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437295",NA,"SRR5386310",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,83,5368775,57.38,5274,NA,NA,"URINE",NA,"20-May-2012","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,97.7,100,NA,NA,"Good","2017-08-09T03:38:56.434Z","2017-08-09T03:38:56.434Z"
573,573.1336,"Klebsiella pneumoniae KPN1417ec","gentamicin","Resistant",">8",">",8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438397",NA,"SRR5386765",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,127,5386475,57.36,5319,NA,NA,"BIOPS",NA,"28-Apr-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4,97.7,100,NA,NA,"Good","2017-08-08T21:17:38.663Z","2017-08-08T21:17:38.663Z"
573,573.14338,"Klebsiella pneumoniae KPN712ec","gentamicin","Resistant",">8",">",8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,NA,"genotype:STNF*; Capsule locus KL101",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437630",NA,"SRR5386602",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,99,5852372,56.75,5956,NA,NA,"RESPIRATORY",NA,"2-Apr-2013","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,97.9,98.6,NA,NA,"Good","2017-08-09T06:26:03.059Z","2017-08-09T06:26:03.059Z"
573,573.13338,"Klebsiella pneumoniae KPN1388ec","gentamicin","Resistant",">8",">",8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307*; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438373",NA,"SRR5386789",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,112,5404605,57.33,5333,NA,NA,"URINE",NA,"18-Apr-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,98,100,NA,NA,"Good","2017-08-08T21:06:38.516Z","2017-08-08T21:06:38.516Z"
573,573.13563,"Klebsiella pneumoniae KPN1654ec","gentamicin","Susceptible","4",NA,4,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.258","genotype:ST258; Capsule locus KL106",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438600",NA,"SRR5386092",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,137,5558039,57.18,5598,NA,NA,"RESPIRATORY",NA,"28-Aug-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,98.1,100,NA,NA,"Good","2017-08-08T23:08:48.889Z","2017-08-08T23:08:48.889Z"
573,573.13977,"Klebsiella pneumoniae KPN232ec","gentamicin","Susceptible","4",NA,4,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.258","genotype:ST258; Capsule locus KL107",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437238",NA,"SRR5386367",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,116,5608003,57.14,5610,NA,NA,"URINE",NA,"14-Mar-2012","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,98.1,100,NA,NA,"Good","2017-08-09T03:07:57.718Z","2017-08-09T03:07:57.718Z"
573,573.24351,"Klebsiella pneumoniae strain MUGSI_139","gentamicin","Susceptible","0.25","<",0.25,"mg/L","MIC",NA,NA,NA,"CLSI",NA,NA,NA,NA,"Laboratory Method",NA,NA,NA,573,"WGS","MUGSI_139",NA,NA,NA,"MLST.Klebsiella_pneumoniae.16",NA,NA,NA,NA,NA,"PRJNA288601","SAMN05170339",NA,"SRR4065678",NA,NA,NA,NA,NA,NA,NA,NA,NA,76,5535249,57.259144,5518,NA,NA,"Urine",NA,"08-Dec-2014","United States","United States",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"collected_by:CDC",99.3,98.1,NA,NA,NA,"Good","2019-03-24T03:54:13.174Z","2019-03-24T03:54:13.174Z"
573,573.13291,"Klebsiella pneumoniae KPN1330ec","gentamicin","Resistant",">8",">",8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438317",NA,"SRR5386845",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,98,5407523,57.34,5345,NA,NA,"URINE",NA,"21-Mar-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,98.1,100,NA,NA,"Good","2017-08-08T18:15:45.363Z","2017-08-08T18:15:45.363Z"
573,573.13237,"Klebsiella pneumoniae KPN1259ec","gentamicin","Susceptible","4",NA,4,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.258","genotype:ST258; Capsule locus KL106",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438261",NA,"SRR5386968",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,179,5554637,57.17,5637,NA,NA,"RESPIRATORY",NA,"7-Feb-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4,97.4,100,0.2,NA,"Good","2017-08-08T17:47:28.587Z","2017-08-08T17:47:28.587Z"
573,573.13622,"Klebsiella pneumoniae KPN1719ec","gentamicin","Susceptible","<=2","<=",2,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307","genotype:ST307; Capsule locus KL102",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06438662",NA,"SRR5386029",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,194,7128273,52.47,7211,NA,NA,"RESPIRATORY",NA,"23-Sep-2014","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,74,100,16.6,NA,"Good","2017-08-08T23:42:25.944Z","2017-08-08T23:42:25.944Z"
573,573.12975,"Klebsiella pneumoniae 3285","gentamicin","Resistant",">8",">",8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28776045;28512093",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.307",NA,NA,NA,NA,"28776045, 28512093","PRJNA396774","SAMN07525497",NA,NA,NA,NA,"Houston Methodist Hospital System",NA,"Illumina NextSeq 500",NA,NA,NA,NA,437,5296732,57.35,5367,NA,NA,NA,NA,NA,"USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,97.5,100,0.2,NA,"Good","2017-08-08T15:13:51.726Z","2017-08-08T15:13:51.726Z"
1438804,1438804.3,"Klebsiella pneumoniae UCI 59","gentamicin",NA,"<=1","<=",1,"mg/L","MIC","GN","Vitek 2","bioMérieux",NA,NA,NA,NA,NA,"Laboratory Method",NA,"28096418",NA,1438804,"WGS","UCI 59",NA,NA,NA,"MLST.Klebsiella_pneumoniae.258",NA,NA,NA,"2014-05-19T00:00:00Z","-","PRJNA234132","SAMN02581265","GCA_000694835.1","SRR1180799,SRR1181044,SRR1187694,SRR1187761","JMZP00000000","-","Broad Institute",NA,"Illumina","155.0x","allpaths v. R48559",NA,NA,16,5427094,57.2,5231,5098,NA,"wound",NA,NA,"United States","California, USA",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,"hospital location:non ICU","Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carbapenem;Whole Genome Sequence Analysis of Carbapenem-resistant Enterobacteriaceae","vitek instrument:Vitek 2;vitek software version:5.04;vitek bionumber:6607734653164010;vitek card #:GN",99.3,97.8,100,NA,NA,"Good","2014-12-08T22:58:46.338Z","2015-03-16T03:17:09.594Z"
573,573.14213,"Klebsiella pneumoniae KPN527ec","gentamicin","Susceptible","<=2","<=",2,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.258","genotype:STNF*; Capsule locus KL107",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437490",NA,"SRR5385493",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,114,5459804,56.81,5504,NA,NA,"WOUND",NA,"30-Nov-2012","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Resistant;Susceptible","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4,97.7,99.7,NA,NA,"Good","2017-08-09T05:14:03.604Z","2017-08-09T05:14:03.604Z"
573,573.13134,"Klebsiella pneumoniae KPN1133ec","gentamicin","Resistant",">8",">",8,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.462","genotype:ST462; Capsule locus KL149",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437996",NA,"SRR5385709",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,70,5490331,57.28,5437,NA,NA,"URINE",NA,"17-Dec-2013","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,"Susceptible;Resistant","AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4,97.9,100,NA,NA,"Good","2017-08-08T16:52:00.438Z","2017-08-08T16:52:00.438Z"
573,573.13042,"Klebsiella pneumoniae KPN1015ec","gentamicin","Susceptible","4",NA,4,"mg/L","MIC",NA,"BD phoenix",NA,"CLSI",2017,NA,NA,NA,"Laboratory Method",NA,"28512093;28776045",NA,573,"WGS",NA,NA,NA,NA,"MLST.Klebsiella_pneumoniae.258","genotype:ST258; Capsule locus KL106",NA,NA,"2017-05-16T00:00:00Z","28512093,28776045","PRJNA376414","SAMN06437895",NA,"SRR5385810",NA,NA,"Houston Methodist Hospital",NA,NA,NA,NA,NA,NA,137,5565153,57.16,5621,NA,NA,"URINE",NA,"3-Oct-2013","USA","USA: Houston",NA,NA,NA,NA,NA,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"AMR Panel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,98,100,0.3,NA,"Good","2017-08-08T15:57:41.028Z","2017-08-08T15:57:41.028Z"
